order,trial_index,time_elapsed,cwid,StartTime,EndTime,rt,word_pair,answer,SHに基づく得点,SH：補足,PickedSample,Classification_ksm,Classification_oka,ageement,CR_ksm,CR_oka,FinalRating,Note_ksm,Note_oka
489,10,443280,3052369,44928.92631,44928.93503,7628,山 - 障害物,けわしいところ,1,難しいと胴着か; SHにない,0,,1,,,,1,,
490,11,456562,3052369,44928.92631,44928.93503,13277,輪っか - ネックレス,形状が似ている,1,NA,1,1,1,1,,,1,,NA
491,12,479362,3052369,44928.92631,44928.93503,22796,孤独 - 砂漠,出口がないところが似ている,1,出口はないは特徴のひとつ,0,,1,,,,1,,
492,13,489386,3052369,44928.92631,44928.93503,10018,なぞなぞ - 迷宮,迷うところが似ている,1,混乱すると同義か; SHにない,0,,1,,,,1,,
493,14,512868,3052369,44928.92631,44928.93503,23478,時間 - 川,流れが早いところが似ている,2,NA,0,,2,,,,2,,
494,15,543095,3052369,44928.92631,44928.93503,30223,会社 - 木,なくてはならないところが似ている,1,一般的な回答かはわからない,0,,1,,,,1,,
495,16,564196,3052369,44928.92631,44928.93503,21096,酒場 - 教会,たのしいところが似ている,1,一般的でないが、部分,0,,1,,,,1,,
496,17,584609,3052369,44928.92631,44928.93503,20409,理論 - 建物,頭を使うところが似ている,1,アイデアから生まれると同義か,0,,1,,,,1,,
497,18,597261,3052369,44928.92631,44928.93503,12646,ダイヤモンド - 雪片,キラキラしたところが似ている,1,NA,0,,1,,,,1,,
498,19,649433,3052369,44928.92631,44928.93503,52166,記憶 - 牢獄,行き詰るところが似ている,1,閉じ込められるではないが、部分的特徴は捉えている,0,,1,,,,1,,
499,20,667736,3052369,44928.92631,44928.93503,18298,鍵 - 答え,出口があるところが似ている,1,SHにないが部分的特徴を捉えている,0,,1,,,,1,,
500,21,695803,3052369,44928.92631,44928.93503,28064,結婚 - 合金,資産ができるところが似ている,1,指輪の一機能で、部分的特徴か,0,,1,,,,1,,
501,22,710422,3052369,44928.92631,44928.93503,14614,思考 - 網,めぐらすところが似ている,2,NA,0,,2,,,,2,,
502,23,724775,3052369,44928.92631,44928.93503,14349,学位 - 橋,渡すところが似ている,2,つながるの派生,0,,2,,,,2,,
503,24,742861,3052369,44928.92631,44928.93503,18082,美術館 - 墓,静かなところが似ている,1,NA,0,,1,,,,1,,
504,25,752149,3052369,44928.92631,44928.93503,9284,若者 - 鳥,自由なところが似ている,2,NA,1,,2,,,,2,,
505,2,26652,757433,44928.92505,44928.93543,9825,鳥 - 飛行機,空を飛ぶ,2,NA,0,,2,,,,2,,
506,3,38584,757433,44928.92505,44928.93543,11930,剣 - 拳銃,武器として使える,2,NA,0,,2,,,,2,,
507,4,47560,757433,44928.92505,44928.93543,8973,みかん - ボール,丸みがある,1,NA,0,,1,,,,1,,
508,5,64573,757433,44928.92505,44928.93543,17011,太陽 - 電球,明るい,1,NA,0,,1,,,,1,,
509,6,79740,757433,44928.92505,44928.93543,15165,紙 - 葉っぱ,薄っぺらい,1,NA,0,,1,,,,1,,
510,7,112842,757433,44928.92505,44928.93543,33100,山頂 - 針,先っぽにいくほど細くなる,1,鋭さがない,0,,1,,,,1,,
511,8,172736,757433,44928.92505,44928.93543,59893,道 - 川,流れがある,1,NA,0,,1,,,,1,,
512,9,250875,757433,44928.92505,44928.93543,78137,愛 - 薬物,おぼれることがある,2,"2点とした（1→2, v3）",0,,2,,,,2,,
513,10,272723,757433,44928.92505,44928.93543,21846,山 - 障害物,高さがある,1,NA,0,,1,,,,1,,
514,11,310374,757433,44928.92505,44928.93543,37649,輪っか - ネックレス,繋がっていて円い,2,丸いの同義,0,,2,,,,2,,
515,12,371362,757433,44928.92505,44928.93543,60985,孤独 - 砂漠,頼れるものがない,2,人がいないの同義,0,,2,,,,2,,
516,13,384278,757433,44928.92505,44928.93543,12915,なぞなぞ - 迷宮,頭を使う,1,混乱すると同義か; SHにない,0,,1,,,,1,,
517,14,392535,757433,44928.92505,44928.93543,8256,時間 - 川,流れがある,2,NA,0,,2,,,,2,,
518,15,439694,757433,44928.92505,44928.93543,47157,会社 - 木,成長する,1,NA,0,,1,,,,1,,
519,16,454199,757433,44928.92505,44928.93543,14503,酒場 - 教会,人が集まる,2,NA,0,,2,,,,2,,
520,17,521894,757433,44928.92505,44928.93543,67693,理論 - 建物,立てる（建てる）のが大変,2,構築するのと同義か,0,,2,,,,1,,建てられるは1（2023/2/19）
521,18,530982,757433,44928.92505,44928.93543,9085,ダイヤモンド - 雪片,美しい,1,NA,0,,1,,,,1,,
522,19,545314,757433,44928.92505,44928.93543,14331,記憶 - 牢獄,閉じ込めることができる,2,NA,0,,2,,,,2,,
523,20,569013,757433,44928.92505,44928.93543,23697,鍵 - 答え,道が開ける,2,先へ進めると同義か,1,,2,,,,2,,
524,21,602223,757433,44928.92505,44928.93543,33207,結婚 - 合金,2つのものが一緒になる,2,NA,0,,2,,,,2,,
525,22,616098,757433,44928.92505,44928.93543,13874,思考 - 網,複雑に絡み合う,1,新規項目,0,,1,,,,1,,
526,23,702198,757433,44928.92505,44928.93543,86098,学位 - 橋,あると先へと繋がる,2,NA,0,,2,,,,2,,
527,24,788184,757433,44928.92505,44928.93543,85984,美術館 - 墓,物が収められる,2,物の状態を保存すると同義,1,2,2,1,,,2,,物の状態を保存すると同義
528,25,895056,757433,44928.92505,44928.93543,106871,若者 - 鳥,巣立っていく,2,羽ばたくや飛び立つと同義,1,,2,,,,2,,
529,2,45850,1610899,44928.92664,44928.93558,19034,鳥 - 飛行機,空を飛ぶところが似ている,2,NA,0,,2,,,,2,,
530,3,67137,1610899,44928.92664,44928.93558,21284,剣 - 拳銃,対人兵器であるところが似ている,2,兵器はカテゴリだと思う,0,,2,,,,2,,
531,4,83466,1610899,44928.92664,44928.93558,16326,みかん - ボール,丸い形状が似ている,1,NA,1,1,1,1,,,1,,NA
532,5,92729,1610899,44928.92664,44928.93558,9260,太陽 - 電球,光を放つところが似ている,2,NA,0,,2,,,,2,,
533,6,109001,1610899,44928.92664,44928.93558,16270,紙 - 葉っぱ,平べったい構造であるところが似ている,1,NA,0,,1,,,,1,,
534,7,123642,1610899,44928.92664,44928.93558,14638,山頂 - 針,先端がとがっているところが似ている,2,NA,1,2,2,1,,,2,,NA
535,8,179601,1610899,44928.92664,44928.93558,55957,道 - 川,ところどころカーブがある線状のものであるところが似ている,1,カーブがある/線上があるはKHにない,0,,1,,,,1,,
536,9,196451,1610899,44928.92664,44928.93558,16847,愛 - 薬物,依存しやすいところが似ている,2,"2点とした（1→2, v3）",0,,2,,,,2,,
537,10,217841,1610899,44928.92664,44928.93558,21388,山 - 障害物,行く手を阻むところが似ている,2,邪魔になると同義,0,,2,,,,2,,
538,11,237745,1610899,44928.92664,44928.93558,19900,輪っか - ネックレス,円状のものであるところが似ている,2,NA,0,,2,,,,2,,
539,12,298913,1610899,44928.92664,44928.93558,61165,孤独 - 砂漠,二つの漢字の言葉であり、平仮名読みで３文字なところが似ている,0,内容に関連のない類似性,0,,0,,,,0,,
540,13,317248,1610899,44928.92664,44928.93558,18334,なぞなぞ - 迷宮,対象を迷わせるところが似ている,1,混乱すると同義か; SHにない,0,,1,,,,1,,
541,14,335857,1610899,44928.92664,44928.93558,18607,時間 - 川,流れると表記されるところが似ている,2,NA,0,,2,,,,2,,
542,15,359481,1610899,44928.92664,44928.93558,23622,会社 - 木,ピラミッド型の組織や形状であるところが似ている。,2,階層的とピラミッド型が同義,1,2,2,1,,,2,,階層的とピラミッド型が同義
543,16,372145,1610899,44928.92664,44928.93558,12661,酒場 - 教会,人が集う場所であるところが似ている,2,NA,1,2,2,1,,,2,,NA
544,17,390993,1610899,44928.92664,44928.93558,18845,理論 - 建物,一つ一つのものを構築していくところが似ている。,2,NA,0,,2,,,,2,,
545,18,403448,1610899,44928.92664,44928.93558,12452,ダイヤモンド - 雪片,キラキラ輝くところが似ている,1,NA,0,,1,,,,1,,
546,19,487865,1610899,44928.92664,44928.93558,84414,記憶 - 牢獄,記憶は思い出を、牢獄は人を、それぞれ収めるところが似ている,1,保存すると同義; SHにない,1,1,1,1,,,1,,保存すると同義; SHにない
547,20,619992,1610899,44928.92664,44928.93558,132125,鍵 - 答え,鍵は扉を開け、答えは問題を解放するところが似ている。,0,"AはB, CはD",0,,0,,,,0,,
548,21,647096,1610899,44928.92664,44928.93558,27101,結婚 - 合金,二つの物が結びつくところが似ている。,2,2つの要素を一緒にする,0,,2,,,,2,,
549,22,659528,1610899,44928.92664,44928.93558,12430,思考 - 網,複雑に絡み合ったところが似ている,1,NA,0,,1,,,,1,,
550,23,714408,1610899,44928.92664,44928.93558,54878,学位 - 橋,橋は両岸を結び付け、学位は人と社会を結びつけるところが似ている,1,結びつけるは部分,0,,1,,,,1,,
551,24,760487,1610899,44928.92664,44928.93558,46077,美術館 - 墓,ある形状のものを展示しておくところが似ている。,1,もの/記憶の展示,0,,1,,,,1,,
552,25,770080,1610899,44928.92664,44928.93558,9590,若者 - 鳥,自由に飛び回るところが似ている。,2,NA,0,,2,,,,2,,
553,2,38099,shisyou.lab,44928.92634,44928.93576,23301,鳥 - 飛行機,飛んでいるもの,2,NA,0,,2,,,,2,,
554,3,79371,shisyou.lab,44928.92634,44928.93576,41269,剣 - 拳銃,共に手に持って使う武器である点で似ている,2,NA,0,,2,,,,2,,
555,4,111699,shisyou.lab,44928.92634,44928.93576,32326,みかん - ボール,共に球状の物体であるという点で似ている,2,NA,1,2,2,1,,,2,,NA
556,5,160691,shisyou.lab,44928.92634,44928.93576,48988,太陽 - 電球,共に丸くエネルギーで光を放つ点で似ている,2,NA,0,,2,,,,2,,
557,6,190481,shisyou.lab,44928.92634,44928.93576,29789,紙 - 葉っぱ,共に薄っぺらいという点で似ている,1,NA,0,,1,,,,1,,
558,7,254490,shisyou.lab,44928.92634,44928.93576,64006,山頂 - 針,共に先端が尖った形であるという点で似ている,2,NA,1,2,2,1,,,2,,NA
559,8,291514,shisyou.lab,44928.92634,44928.93576,37022,道 - 川,共に交通路足りえるという点で似ている,2,NA,0,,2,,,,2,,
560,9,325482,shisyou.lab,44928.92634,44928.93576,33965,愛 - 薬物,共に快楽を得られる可能性があるという点で似ている,1,NA,0,,1,,,,1,,
561,10,360682,shisyou.lab,44928.92634,44928.93576,35198,山 - 障害物,共に人が進むのに邪魔になるという点で似ている,2,NA,0,,2,,,,2,,
562,11,433697,shisyou.lab,44928.92634,44928.93576,73012,輪っか - ネックレス,共に一つなぎのリング状のものであるという点で似ている,2,NA,0,,2,,,,2,,
563,12,468689,shisyou.lab,44928.92634,44928.93576,34989,孤独 - 砂漠,共に周囲に誰もいないという点で似ている,2,NA,0,,2,,,,2,,
564,13,516521,shisyou.lab,44928.92634,44928.93576,47829,なぞなぞ - 迷宮,共に正解が何であるか迷うという点で似ている,1,混乱すると同義か; SHにない,0,,1,,,,1,,
565,14,528705,shisyou.lab,44928.92634,44928.93576,12182,時間 - 川,共に流れがあるという点で似ている,2,NA,0,,2,,,,2,,
566,15,542817,shisyou.lab,44928.92634,44928.93576,14110,会社 - 木,共に成長するものであるという点で似ている,1,NA,0,,1,,,,1,,
567,16,556257,shisyou.lab,44928.92634,44928.93576,13438,酒場 - 教会,共に多くの人が集まるという点で似ている,2,NA,0,,2,,,,2,,
568,17,572057,shisyou.lab,44928.92634,44928.93576,15798,理論 - 建物,共に構築するものあるという点で似ている,2,NA,0,,2,,,,2,,
569,18,587921,shisyou.lab,44928.92634,44928.93576,15861,ダイヤモンド - 雪片,共に光り輝くという点で似ている,1,NA,0,,1,,,,1,,
570,19,609200,shisyou.lab,44928.92634,44928.93576,21277,記憶 - 牢獄,共にとらわれることがあるという点で似ている,2,NA,0,,2,,,,2,,
571,20,641472,shisyou.lab,44928.92634,44928.93576,32270,鍵 - 答え,共に扉を開くものという点で似ている,1,NA,0,,1,,,,1,,
572,21,677808,shisyou.lab,44928.92634,44928.93576,36333,結婚 - 合金,共に交わって一つのものになるという点で似ている,2,2つの要素を一緒にする,0,,2,,,,2,,
573,22,702920,shisyou.lab,44928.92634,44928.93576,25109,思考 - 網,共にからめとられるものであるという点で似ている,1,からめとるも新規,0,,1,,,,1,,
574,23,765176,shisyou.lab,44928.92634,44928.93576,62253,学位 - 橋,共に次の場所にわたるのに必要という点で似ている,2,NA,0,,2,,,,2,,
575,24,792600,shisyou.lab,44928.92634,44928.93576,27421,美術館 - 墓,共に遺物を収めている場所という点で似ている,2,物の状態を保存すると同義,0,,2,,,,2,,
576,25,808048,shisyou.lab,44928.92634,44928.93576,15446,若者 - 鳥,共に羽ばたくものであるという点で似ている,2,NA,0,,2,,,,2,,
577,2,38614,3693076,44928.92803,44928.93693,9316,鳥 - 飛行機,空を飛ぶ,2,NA,0,,2,,,,2,,
578,3,51702,3693076,44928.92803,44928.93693,13082,剣 - 拳銃,武器,2,NA,0,,2,,,,2,,
579,4,61943,3693076,44928.92803,44928.93693,10236,みかん - ボール,丸い形をしている,1,NA,0,,1,,,,1,,
580,5,78942,3693076,44928.92803,44928.93693,16993,太陽 - 電球,明かりになる,1,NA,1,1,1,1,,,1,,NA
581,6,126964,3693076,44928.92803,44928.93693,48017,紙 - 葉っぱ,薄い,1,NA,0,,1,,,,1,,
582,7,133127,3693076,44928.92803,44928.93693,6158,山頂 - 針,尖っている,2,NA,0,,2,,,,2,,
583,8,151773,3693076,44928.92803,44928.93693,18642,道 - 川,果てしなく長い,1,長いが主,0,,1,,,,1,,
584,9,205198,3693076,44928.92803,44928.93693,53420,愛 - 薬物,精神,0,NA,0,,0,,,,0,,
585,10,239109,3693076,44928.92803,44928.93693,33906,山 - 障害物,超えなければならい問題,2,NA,0,,2,,,,2,,
586,11,322991,3693076,44928.92803,44928.93693,83876,輪っか - ネックレス,何かにつけることができる,1,NA,0,,1,,,,1,,
587,12,390138,3693076,44928.92803,44928.93693,67142,孤独 - 砂漠,1人だと寂しい気持ちになる,1,NA,0,,1,,,,1,,
588,13,420728,3693076,44928.92803,44928.93693,30585,なぞなぞ - 迷宮,インディージョーンズを思い出す,0,個人の経験に基づく回答,1,1,0,0,0,0,0,,個人の経験に基づく回答
589,14,428941,3693076,44928.92803,44928.93693,8209,時間 - 川,流れている,2,NA,0,,2,,,,2,,
590,15,467130,3693076,44928.92803,44928.93693,38184,会社 - 木,成長,1,NA,0,,1,,,,1,,
591,16,497512,3693076,44928.92803,44928.93693,30377,酒場 - 教会,西洋のイメージ,0,共通点が具体的には述べられていない,0,,0,,,,0,,
592,17,511990,3693076,44928.92803,44928.93693,14473,理論 - 建物,建築基準法,0,具体的な説明がない,0,,0,,,,0,,
593,18,521855,3693076,44928.92803,44928.93693,9858,ダイヤモンド - 雪片,綺麗,1,NA,0,,1,,,,1,,
594,19,530206,3693076,44928.92803,44928.93693,8345,記憶 - 牢獄,囚われている,2,NA,0,,2,,,,2,,
595,20,560370,3693076,44928.92803,44928.93693,30158,鍵 - 答え,謎,0,説明不足,0,,0,,,,0,,
596,21,577936,3693076,44928.92803,44928.93693,17560,結婚 - 合金,指輪,1,NA,0,,1,,,,1,,
597,22,584015,3693076,44928.92803,44928.93693,6075,思考 - 網,脳細胞,0,あみは脳細胞じゃない,0,,0,,,,0,,
598,23,633211,3693076,44928.92803,44928.93693,49189,学位 - 橋,常にハラハラ落ち着かない,1,落ち着かないは部分一致,0,,1,,,,1,,
599,24,753519,3693076,44928.92803,44928.93693,120302,美術館 - 墓,隠し部屋,0,一般性がない,0,,0,,,,0,,
600,25,768039,3693076,44928.92803,44928.93693,14516,若者 - 鳥,羽ばたいて挑戦する,2,NA,0,,2,,,,2,,
601,2,34130,1896607,44928.93088,44928.93648,22278,鳥 - 飛行機,空を飛ぶことができる,2,NA,0,,2,,,,2,,
602,3,66514,1896607,44928.93088,44928.93648,32370,剣 - 拳銃,戦う相手を傷つける道具,1,NA,0,,1,,,,1,,
603,4,71601,1896607,44928.93088,44928.93648,5076,みかん - ボール,丸い,1,NA,0,,1,,,,1,,
604,5,82040,1896607,44928.93088,44928.93648,10427,太陽 - 電球,光を放つ,2,NA,0,,2,,,,2,,
605,6,96566,1896607,44928.93088,44928.93648,14512,紙 - 葉っぱ,平で薄っぺらい,1,NA,0,,1,,,,1,,
606,7,110983,1896607,44928.93088,44928.93648,14407,山頂 - 針,尖っている,2,NA,0,,2,,,,2,,
607,8,119386,1896607,44928.93088,44928.93648,8390,道 - 川,長い,1,NA,0,,1,,,,1,,
608,9,128442,1896607,44928.93088,44928.93648,9044,愛 - 薬物,依存性がある,2,"2点とした（1→2, v3）",0,,2,,,,2,,
609,10,144530,1896607,44928.93088,44928.93648,16078,山 - 障害物,視界を塞ぐ,1,乗り越える対象とはことなる; SH,0,,1,,,,1,,
610,11,165960,1896607,44928.93088,44928.93648,21416,輪っか - ネックレス,広げると細くて丸い,2,丸いが上位概念,0,,2,,,,2,,
611,12,193016,1896607,44928.93088,44928.93648,27042,孤独 - 砂漠,潤いが欠乏している,0,砂漠だけの特徴,1,,0,,,,0,,
612,13,208128,1896607,44928.93088,44928.93648,15100,なぞなぞ - 迷宮,解読するのが必要,1,"挑戦的, 複雑だと同義か",0,,1,,,,1,,
613,14,218040,1896607,44928.93088,44928.93648,9902,時間 - 川,流れている,2,NA,0,,2,,,,2,,
614,15,247056,1896607,44928.93088,44928.93648,29004,会社 - 木,関係性が枝状になっている,2,NA,0,,2,,,,2,,
615,16,254952,1896607,44928.93088,44928.93648,7885,酒場 - 教会,人が集まる,2,NA,0,,2,,,,2,,
616,17,274871,1896607,44928.93088,44928.93648,19909,理論 - 建物,構築することが必要,2,NA,0,,2,,,,2,,
617,18,283255,1896607,44928.93088,44928.93648,8369,ダイヤモンド - 雪片,キラキラ光っている,1,NA,0,,1,,,,1,,
618,19,301640,1896607,44928.93088,44928.93648,18370,記憶 - 牢獄,囚われると抜け出すのに苦労する,2,NA,0,,2,,,,2,,
619,20,350528,1896607,44928.93088,44928.93648,48875,鍵 - 答え,開く事ができ前に進める,2,次へ進めると同義,0,,2,,,,2,,
620,21,379775,1896607,44928.93088,44928.93648,29234,結婚 - 合金,固い繋がりがある,2,つながるは結合するか,0,,2,,,,2,,
621,22,393207,1896607,44928.93088,44928.93648,13420,思考 - 網,広げることができる,1,新規項目,0,,1,,,,1,,
622,23,438159,1896607,44928.93088,44928.93648,44940,学位 - 橋,あると通れる,2,NA,0,,2,,,,2,,
623,24,456566,1896607,44928.93088,44928.93648,18396,美術館 - 墓,過去のものを収めている,2,物の状態を保存すると同義,0,,2,,,,2,,
624,25,481543,1896607,44928.93088,44928.93648,24967,若者 - 鳥,自由に行動する,1,要相談; 2か1→1,0,,1,,,,1,,
625,2,30872,3059717,44928.93084,44928.93669,11651,鳥 - 飛行機,飛ぶ,2,NA,0,,2,,,,2,,
626,3,38083,3059717,44928.93084,44928.93669,7199,剣 - 拳銃,武器である,2,NA,0,,2,,,,2,,
627,4,42029,3059717,44928.93084,44928.93669,3938,みかん - ボール,丸い,1,NA,0,,1,,,,1,,
628,5,47217,3059717,44928.93084,44928.93669,5181,太陽 - 電球,光る,2,NA,0,,2,,,,2,,
629,6,51667,3059717,44928.93084,44928.93669,4443,紙 - 葉っぱ,薄い,1,NA,0,,1,,,,1,,
630,7,58320,3059717,44928.93084,44928.93669,6648,山頂 - 針,尖っている,2,NA,0,,2,,,,2,,
631,8,63980,3059717,44928.93084,44928.93669,5653,道 - 川,細長い,1,NA,0,,1,,,,1,,
632,9,82039,3059717,44928.93084,44928.93669,18050,愛 - 薬物,心が関係する,1,NA,0,,1,,,,1,,
633,10,87749,3059717,44928.93084,44928.93669,5705,山 - 障害物,高い,1,NA,0,,1,,,,1,,
634,11,105248,3059717,44928.93084,44928.93669,17490,輪っか - ネックレス,丸くて間があいている,2,NA,1,1,2,0,2,2,2,,NA
635,12,120438,3059717,44928.93084,44928.93669,15182,孤独 - 砂漠,何もない,2,NA,0,,2,,,,2,,
636,13,130819,3059717,44928.93084,44928.93669,10374,なぞなぞ - 迷宮,答えがみつかりにくい,2,解決できると同義か,1,2,2,1,,,2,,解決できると同義か
637,14,137481,3059717,44928.93084,44928.93669,6657,時間 - 川,流れるものである,2,NA,0,,2,,,,2,,
638,15,168209,3059717,44928.93084,44928.93669,30722,会社 - 木,その場所に固定されている,1,NA,0,,1,,,,1,,
639,16,184361,3059717,44928.93084,44928.93669,16144,酒場 - 教会,人のストレスを解消できる場所である,1,安らぎを提供できるものの同義か,0,,1,,,,1,,
640,17,218142,3059717,44928.93084,44928.93669,33775,理論 - 建物,規則に従って成り立っている,1,小さな部品を積み重ねてできる都同義,0,,1,,,,1,,
641,18,225231,3059717,44928.93084,44928.93669,7080,ダイヤモンド - 雪片,キラキラしている,1,NA,0,,1,,,,1,,
642,19,241811,3059717,44928.93084,44928.93669,16569,記憶 - 牢獄,閉じ込められている,2,NA,0,,2,,,,2,,
643,20,277550,3059717,44928.93084,44928.93669,35732,鍵 - 答え,合わせるものである,1,SHにないが部分的特徴は捉えている,0,,1,,,,1,,
644,21,295614,3059717,44928.93084,44928.93669,18056,結婚 - 合金,合わせてよりよくなる,2,NA,0,,2,,,,2,,
645,22,311431,3059717,44928.93084,44928.93669,15809,思考 - 網,複雑にからみあっている,1,NA,0,,1,,,,1,,
646,23,397526,3059717,44928.93084,44928.93669,86088,学位 - 橋,一歩一歩確実に進まなければならない,1,新規項目,0,,1,,,,1,,
647,24,486026,3059717,44928.93084,44928.93669,88493,美術館 - 墓,厳かな雰囲気がある,1,部分的特徴が一致している,0,,1,,,,1,,
648,25,502937,3059717,44928.93084,44928.93669,16906,若者 - 鳥,自由な感じ,1,要相談; 2か1→1,0,,1,,,,1,,
649,2,32725,2258721,44928.93108,44928.93686,10936,鳥 - 飛行機,空を飛ぶ,2,NA,0,,2,,,,2,,
650,3,58517,2258721,44928.93108,44928.93686,25766,剣 - 拳銃,武器になる,2,NA,1,2,2,1,,,2,,NA
651,4,66960,2258721,44928.93108,44928.93686,8439,みかん - ボール,丸い,1,NA,0,,1,,,,1,,
652,5,78304,2258721,44928.93108,44928.93686,11342,太陽 - 電球,眩しい光,1,眩しいは低次の共通点,0,,1,,,,1,,
653,6,89194,2258721,44928.93108,44928.93686,10886,紙 - 葉っぱ,ぺらぺらしている,1,ぺらぺらしている=うすい,0,,1,,,,1,,
654,7,100950,2258721,44928.93108,44928.93686,11754,山頂 - 針,先端がとがっている,2,NA,0,,2,,,,2,,
655,8,125199,2258721,44928.93108,44928.93686,24247,道 - 川,くねくねしている・自然に出来た,1,くねくねしている/自然にできたはKHにない,0,,1,,,,1,,
656,9,139491,2258721,44928.93108,44928.93686,14289,愛 - 薬物,依存性がある,2,"2点とした（1→2, v3）",0,,2,,,,2,,
657,10,173123,2258721,44928.93108,44928.93686,33629,山 - 障害物,邪魔になる時がある,2,NA,0,,2,,,,2,,
658,11,188095,2258721,44928.93108,44928.93686,14968,輪っか - ネックレス,丸いひも状,2,NA,0,,2,,,,2,,
659,12,204832,2258721,44928.93108,44928.93686,16734,孤独 - 砂漠,周りに人がいない,2,NA,1,,2,,,,2,,
660,13,225485,2258721,44928.93108,44928.93686,20650,なぞなぞ - 迷宮,一筋縄ではいかない,1,挑戦的だと同義か,0,,1,,,,1,,
661,14,252220,2258721,44928.93108,44928.93686,26733,時間 - 川,動いている（進んでいる）,2,動き続けると同義か,0,,2,,,,2,,
662,15,270789,2258721,44928.93108,44928.93686,18568,会社 - 木,人が育てる,1,一般的な回答かはわからない,0,,1,,,,1,,
663,16,281870,2258721,44928.93108,44928.93686,11078,酒場 - 教会,人が癒される場所,1,安らぎを提供できるものの同義か,0,,1,,,,1,,
664,17,307899,2258721,44928.93108,44928.93686,26026,理論 - 建物,順序良く積み上げていく,1,積み重ねることができると同義,0,,1,,,,1,,
665,18,321636,2258721,44928.93108,44928.93686,13733,ダイヤモンド - 雪片,キラキラしている,1,NA,0,,1,,,,1,,
666,19,348201,2258721,44928.93108,44928.93686,26548,記憶 - 牢獄,囚われてしまう,2,NA,0,,2,,,,2,,
667,20,369684,2258721,44928.93108,44928.93686,21481,鍵 - 答え,開けたらホッとする,1,開くと同義か,0,,1,,,,1,,
668,21,408731,2258721,44928.93108,44928.93686,39044,結婚 - 合金,違う者同士が一緒になる,2,NA,0,,2,,,,2,,
669,22,429637,2258721,44928.93108,44928.93686,20903,思考 - 網,時に囚われる,1,囚われるは新規項目,0,,1,,,,1,,
670,23,448485,2258721,44928.93108,44928.93686,18845,学位 - 橋,落ちないように渡る,2,NA,0,,2,,,,2,,
671,24,486658,2258721,44928.93108,44928.93686,38171,美術館 - 墓,その人の『顔』になる,1,部分的特徴が一致している,0,,1,,,,1,,
672,25,498323,2258721,44928.93108,44928.93686,11663,若者 - 鳥,羽ばたける,2,NA,0,,2,,,,2,,
673,2,72787,2259197,44928.92535,44928.93689,49528,鳥 - 飛行機,羽がある,1,NA,1,1,1,1,,,1,,NA
674,3,92714,2259197,44928.92535,44928.93689,19832,剣 - 拳銃,武器,2,NA,0,,2,,,,2,,
675,4,98538,2259197,44928.92535,44928.93689,5817,みかん - ボール,丸い,1,NA,0,,1,,,,1,,
676,5,106306,2259197,44928.92535,44928.93689,7737,太陽 - 電球,明るい,1,NA,0,,1,,,,1,,
677,6,112825,2259197,44928.92535,44928.93689,6516,紙 - 葉っぱ,薄い,1,NA,0,,1,,,,1,,
678,7,128858,2259197,44928.92535,44928.93689,16025,山頂 - 針,尖っている,2,NA,0,,2,,,,2,,
679,8,149650,2259197,44928.92535,44928.93689,20788,道 - 川,長い,1,NA,0,,1,,,,1,,
680,9,177745,2259197,44928.92535,44928.93689,28092,愛 - 薬物,はまりやすい,2,"2点とした（1→2, v3）",0,,2,,,,2,,
681,10,197969,2259197,44928.92535,44928.93689,20221,山 - 障害物,壁のよう,1,進歩の壁でない,0,,1,,,,1,,
682,11,205009,2259197,44928.92535,44928.93689,7037,輪っか - ネックレス,丸い,2,NA,0,,2,,,,2,,
683,12,221841,2259197,44928.92535,44928.93689,16816,孤独 - 砂漠,寂しい,1,NA,0,,1,,,,1,,
684,13,236889,2259197,44928.92535,44928.93689,15045,なぞなぞ - 迷宮,難しい,1,挑戦的だと同義か,0,,1,,,,1,,
685,14,253505,2259197,44928.92535,44928.93689,16613,時間 - 川,緩やか,1,必ずしも穏やかではない; SHにない,0,,1,,,,1,,
686,15,301712,2259197,44928.92535,44928.93689,48203,会社 - 木,成長する,1,NA,0,,1,,,,1,,
687,16,404671,2259197,44928.92535,44928.93689,102952,酒場 - 教会,人が集まる,2,NA,0,,2,,,,2,,
688,17,464319,2259197,44928.92535,44928.93689,59645,理論 - 建物,構造,2,組織的な構造と同義か,0,,2,,,,2,,
689,18,515879,2259197,44928.92535,44928.93689,51557,ダイヤモンド - 雪片,繊細で美しい,1,NA,0,,1,,,,1,,
690,19,575758,2259197,44928.92535,44928.93689,59864,記憶 - 牢獄,忌まわしい,1,部分的特徴,0,,1,,,,1,,
691,20,587087,2259197,44928.92535,44928.93689,11326,鍵 - 答え,解除,0,解錠では,0,,0,,,,0,,
692,21,651158,2259197,44928.92535,44928.93689,64068,結婚 - 合金,一つになる,2,2つの要素を一緒にする,0,,2,,,,2,,
693,22,690855,2259197,44928.92535,44928.93689,39678,思考 - 網,張り巡らす,2,NA,0,,2,,,,2,,
694,23,906797,2259197,44928.92535,44928.93689,215937,学位 - 橋,わからない,0,橋はわからないか,0,,0,,,,0,,
695,24,976845,2259197,44928.92535,44928.93689,70044,美術館 - 墓,静か,1,NA,0,,1,,,,1,,
696,25,995358,2259197,44928.92535,44928.93689,18510,若者 - 鳥,勢いがある,1,NA,0,,1,,,,1,,
697,2,31952,1589402,44928.93321,44928.93696,9527,鳥 - 飛行機,飛べる,2,NA,0,,2,,,,2,,
